,Host,Dokumente,Land,Date
1426,GENESIS - Global Environmental & Earth Science Information System (Host: California Institute of Technology / NASA Jet Propulsion Laboratory),38,us,2008-07-24
1427,"DSTO Scientific Publications Online Repository (Defence Science and Technology Organisation, Dept. of Defence, Australia)",4164,au,2008-07-24
1428,DIGITUM - Depósito Digital Institucional de la Universidad de Murcia,18039,es,2008-07-24
1429,Centre de Recherche en Histoire des Sciences et des Techniques (CRHST),2702,fr,2008-07-24
1430,Central Connecticut State Univ.: Digital Collections,2802,us,2008-07-24
1431,BrandenburgDok (Host: Staats- und Landesbibliothek Potsdam),3287,de,2008-07-24
1432,BioOne Online Journals,1269,us,2008-07-24
1433,Alfred-Wegener-Institut für Polar- and Meeresforschung (AWI): ePIC (electronic Publication Information Center),25724,de,2008-07-24
1434,The Python Papers (E-Journal),120,us,2008-07-11
1435,Pakistan Research Repository (Higher Education Commission Pakistan),3514,pk,2008-07-11
1436,Librarians' Digital Library (Indian Statistical Institute),464,in,2008-07-11
1437,Claremont Colleges Digital Library (CCDL),32078,us,2008-07-11
1438,"Civil Engineering Dimension - Journal of Civil Engineering Science and Application / Dimensi Teknik Sipil - Jurnal Keilmuan dan Penerapan Teknik Sipil  (Petra Christian Univ., Indonesia)",215,id,2008-07-11
1439,ASDL - Analytical Sciences Digital Library,452,us,2008-07-11
1440,Universitätsbibliothek Heidelberg: Heidelberger historische Bestände - digital,10076,de,2008-07-08
1441,Universidad Autónoma de Madrid (UAM): Biblos-e Archivo,7310,es,2008-07-08
1442,Univ. of the Western Cape: Electronic Thesis and Dissertation Library,1623,za,2008-07-08
1443,Univ. de Coimbra: Estudo Geral,12481,pt,2008-07-08
1444,Medecins Sans Frontieres: MSF Field Research,1071,ch,2008-07-08
1445,JYX - Jyväskylän yliopiston julkaisuarkisto / Jyväskylä Univ. Digital Archive,16576,fi,2008-07-08
1446,Forum Qualitative Sozialforschung / Forum: Qualitative Social Research (E-Journal),1493,de,2008-07-08
1447,Durban Univ. of Technology: DUT Institutional Repository,615,za,2008-07-08
1448,Washington State Univ.: Research Exchange,2278,us,2008-07-07
1449,Università Ca' Foscari di Venezia: Lear (Linguistic Electronic Archive),2324,it,2008-07-07
1450,University of Victoria (Canada): UVicDSpace,2844,ca,2008-07-07
1451,University of Hong Kong: HKU Scholars Hub,91762,hk,2008-07-07
1452,Universidad Carlos III de Madrid: E-Archivo,12046,es,2008-07-07
1453,The Univ. of Johannesburg: UJ DigiSpace,4647,za,2008-07-07
1454,Landspítali Háskólasjúkrahús / Landspítali Univ. Hospital (Island): Hirsla,4263,is,2008-07-07
1455,Inst. Politécnico de Bragança: Biblioteca Digital do IPB,5949,pt,2008-07-07
1456,Helsebiblioteket's Research Archive (HeRA),960,no,2008-07-07
1457,"Flinders Univ., Adelaide: Flinders Academic Commons (FAC)",18113,au,2008-07-07
1458,Univ. zu Lübeck: DissOnline (Host: Deutsche Nationalbibliothek),708,de,2008-07-04
1459,Univ. Hildesheim: DissOnline (Host: Deutsche Nationalbibliothek),15,de,2008-07-04
1460,Univ. Erfurt: DissOnline (Host: Deutsche Nationalbibliothek),58,de,2008-07-04
1461,"Univ. der Bundeswehr, München: DissOnline (Host: Deutsche Nationalbibliothek)",199,de,2008-07-04
1462,Tierärztliche Hochschule Hannover (TiHo): DissOnline (Host: Deutsche Nationalbibliothek),1400,de,2008-07-04
1463,Technische Universität Clausthal: DissOnline (Host: Deutsche Nationalbibliothek),145,de,2008-07-04
1464,Technische Universität Bergakademie Freiberg: FRIDOLIN (FreIberger Dissertationen OnLINe),397,de,2008-07-04
1465,Rheinische Friedrich-Wilhelms-Univ. Bonn: DissOnline (Host: Deutsche Nationalbibliothek),2385,de,2008-07-04
1466,Medizinische Hochschule Hannover (MHH): DissOnline (Host: Deutsche Nationalbibliothek),329,de,2008-07-04
1467,Leuphana Univ. Lüneburg: DissOnline (Host: Deutsche Nationalbibliothek),61,de,2008-07-04
1468,Leibniz Universität Hannover: DissOnline (Host: Deutsche Nationalbibliothek),1932,de,2008-07-04
1469,Helmut-Schmidt-Universität / Universität der Bundeswehr Hamburg:  OPUS,66,de,2008-07-04
1470,Freie Universität (FU) Berlin: DissOnline (Host: Deutsche Nationalbibliothek),3723,de,2008-07-04
1471,Ernst-Moritz-Arndt-Univ. Greifswald: DissOnline (Host: Deutsche Nationalbibliothek),676,de,2008-07-04
1472,Dokumenten- und Publikationsservice der Bauhaus- Univ. Weimar (OPUS),66,de,2008-07-04
1473,Univ. Siegen: DissOnline (Host: Deutsche Nationalbibliothek),374,de,2008-07-03
1474,Univ. Leipzig: DissOnline (Host: Deutsche Nationalbibliothek),447,de,2008-07-03
1475,"Carl von Ossietzky Universität Oldenburg, Abteilung Software Engineering (SE): Publication Database",383,de,2008-07-03
1476,Bergische Univ. Wuppertal: DissOnline (Host: Deutsche Nationalbibliothek),546,de,2008-07-03
1477,Universität Ulm: DBIS EPub,629,de,2008-07-02
1478,"The Univ. of Tennessee, Martin: Scholarship@UT Martin",482,us,2008-07-02
1479,"Sabancı Univ., Istanbul: Sabanci University Research Database",5172,tr,2008-07-02
1480,Knihovna Akademie věd České Republiky: dKNAV,6641,cz,2008-07-02
1481,"Institute of Mathematical Sciences, Chennai, India: IMSc Eprint Archive",50,in,2008-07-02
1482,Inst. de Mécanique des Fluides de Toulouse: OAIMFT,2442,fr,2008-07-02
1483,"Government of South Australia, Dept. of Health: SA Health Publications",2188,au,2008-07-02
1484,Globalarkivet - ett arkiv för rättvis utveckling,3449,se,2008-07-02
1485,Central & Western Massachusetts Regional Library Systems (C/W MARS): Digital Treasures,1619,us,2008-07-02
1486,Bolgarskaya Rusistika (E-Journal) / Болгарская русистика,181,bg,2008-07-02
1487,Oregon Historic Photograph Collections (Salem Public Library),13629,us,2008-06-25
1488,Dublin Institute of Technology: ARROW@DIT (Archiving Research Resources on he Web),4316,ie,2008-06-25
1489,Atatürk Üniv. Erzurum: Açık Arşivi / Atatürk Univ. Open Archive,108,tr,2008-06-25
1490,"Arizona Memory Project (Arizona State Library, Archives and Public Records)",63807,us,2008-06-25
1491,VaNTH ERC Portal (Vanderbild Northwestern Texas-Harvard/MIT Engineering Research Center),49,us,2008-06-24
1492,Univ. Leipzig: Dokumentenserver Fakultät für Mathematik und Informatik,1547,de,2008-06-24
1493,"Northwest Irrigation and Soils Reseach Laboratory (Agriculture Research Service, U.S. Dept. of Agriculture): NWISRL Publications",1435,us,2008-06-24
1494,Northern Arizona Univ.: Colorado Plateau Digital Archives,63951,us,2008-06-24
1495,Korea Advanced Institute of Science and Technology: KOASAS - KAIST Open Access Self-Archiving System,14054,kr,2008-06-24
1496,Inst. Cartogràfic de Catalunya: Fons digitals de la Cartoteca de Catalunya,31802,es,2008-06-24
1497,"Organic Eprints (Host: Danish Research Centre for Organic Farming, DARCOF)",12751,dk,2008-06-23
1498,Kagoshima Univ. Repository / 鹿児島大学リポジトリ,8006,jp,2008-06-23
1499,Nagoya University: NAGOYA Repository / 名古屋大学学術機関リポジトリ,13435,jp,2008-06-20
1500,AJOL - African Journals Online,71446,za,2008-06-20
1501,Duke Univ. Libraries: Duke Digital Collections,841,us,2008-06-19
1502,"Digital Past (Host: North Suburban Library System, Illinois)",126024,us,2008-06-19
1503,University of Maryland: DigitalCollections,13866,us,2008-06-18
1504,Revista Caderno CRH (Host: Universidade Federal da Bahia),609,br,2008-06-18
1505,"Office of Scientific and Technical Information (OSTI), Dept. of Energy: Information Bridge -  DOE Scientific and Technical Informatio",262096,us,2008-06-18
1506,"Caminhos de Geografia (E-Journal, Universidade de Federal de Uberlândia)",637,br,2008-06-18
1507,"Universidad Ricardo Palma, Santiago de Surco Lima: Cybertesis Perú",136,pe,2008-06-17
1508,The University of Sydney: Sydney eScholarship Repository,6962,au,2008-06-17
1509,Frattura ed Integrità Strutturale (E-Journal),117,it,2008-06-17
1510,California Institute of Technology: Munger Africana Library Notes (CaltechMALN),72,us,2008-06-17
1511,Univ. of Birmingham: ePrints Repository,733,uk,2008-06-16
1512,Roehampton Univ. London: Roehampton Research Papers,1242,uk,2008-06-16
1513,Monash Univ.: ARROW (australian research repositories online to the world),53151,au,2008-06-16
1514,Deutsche Zentralbibliothek für Wirtschaftswissenschaften (ZBW): EconStor,41569,de,2008-06-16
1515,Universität Hohenheim: OPUS Publikationsserver,656,de,2008-06-12
1516,State Library of Victoria (Australien): Collections,395295,au,2008-06-12
1517,Theses Canada Portal / Portail de Thèses Canada (Host: Library and Archives Canada),121212,ca,2008-06-11
1518,"Swinburne University of Technology, Melbourne: Swinburne Research Bank",22871,au,2008-06-11
1519,Coda - Institutional Repository for the New Zealand ITP Sector,242,nz,2008-06-11
1520,US Army Command and General Staff College (CGSC): Combined Arms Research Library (CARL),20773,us,2008-06-10
1521,California State Univ. Channel Islands (CSUCI): Institutional Repository,4466,us,2008-06-06
1522,WebUrb Papers (Dänemark),143,dk,2008-06-02
1523,WebUrb Brief (Dänemark),168,dk,2008-06-02
1524,Univ. of Cambridge: DSpace@Cambridge,192075,uk,2008-06-02
1525,Science & Technology Facilities Council: ePublication Archive,34782,uk,2008-06-02
1526,Persée: Portail de revues scientifiques en sciences humaines et sociales,262104,fr,2008-06-02
1527,Univ. Osnabrück: DissOnline (Host: Deutsche Nationalbibliothek),416,de,2008-05-30
1528,"Univ. of Nevada, Las Vegas: Digital Collections",3900,us,2008-05-30
1529,Univ. Estadual de Maringá: Portal de Periódicos da UEM,6880,br,2008-05-30
1530,"James Cook Univ., Australia: JCU ePrints",14829,au,2008-05-30
1531,Fukushima Univ. Repository (FUKURO) / 福島大学学術機関リポジトリ,3415,jp,2008-05-30
1532,Biblios - Revista de Bibliotecología y Ciencias de la Información (E-Journal),70,pe,2008-05-30
1533,Univ. of Chester: Chester Digital Repository,1209,uk,2008-05-29
1534,TeLearn - Open Archive in Technology Enhanced Learning (Host: Kaleidoscope),1757,fr,2008-05-29
1535,Queen Margaret University Edinburgh: eResearch,2448,uk,2008-05-29
1536,Psicologia Argumento  (E-Journal),137,br,2008-05-29
1537,Interação em Psicologia (E-Journal),302,br,2008-05-29
1538,Universidad Nacional de Ingeniería (Lima): Cybertesis,204,pe,2008-05-28
1539,RBCEH - Revista Brasileira de Ciências do Envelhecimento Humano (E-Journal),199,br,2008-05-28
1540,RACRE - Revista de Administração (E-Journal),23,br,2008-05-28
1541,"Politechnika Wrocławska, Inst. Podstaw Elektrotechniki i Elektrotechnologii: Repozytorium Eny / Elektrotechnik TU Wroclaw",396,pl,2008-05-28
1542,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig: Repository",700,de,2008-05-28
1543,"DigitalCommons@CalPoly (California Polytechnic State Univ., San Luis Obispo)",15780,us,2008-05-28
1544,"Univ. of Malaya, Kuala Lumpur: UM Institutional Repository",1899,my,2008-05-26
1545,Revista de Clínica e Pesquisa Odontológica  / Journal of Dental Clinics and Research,115,br,2008-05-26
1546,Országos Széchényi Könyvtár / National Széchényi Library,137,hu,2008-05-26
1547,Institutional Resources for Unique Collection and Academic Archives at Tokyo Dental College (IRUCAA@TDC) / 東京歯科大学学術機関リポジトリ,1926,jp,2008-05-26
1548,"York Univ., Toronto: YorkSpace",15375,ca,2008-05-21
1549,"National Institute of Oceanography, India: Digital Repository Service (DRS@nio)",4034,in,2008-05-21
1550,dadun - Depósito Académico Digital Univ. de Navarra,23671,es,2008-05-21
1551,Kyushu Institute of Technology of Academic Repository (Kyutacar) / 九州工業大学学術機関リポジトリ,4091,jp,2008-05-20
1552,Hosei Univ. Repository / 法政大学学術機関リポジトリ,11775,jp,2008-05-20
1553,"Hokkaido Univ., Dept. of Mathematics: EPrint Series",1779,jp,2008-05-20
1554,International Development Research Centre: IDRC Digital Library,47883,ca,2008-05-19
1555,Hirosaki Univ. Repository for Academic Resources / 弘前大学学術情報リポジトリ,3745,jp,2008-05-19
1556,"Universiti Kebangsaan Malaysia, Perpustakaan Tun Seri Lanang: PTSL@UKM",339,my,2008-05-16
1557,TeaPot - Ochanomizu Univ. Web Library Institutional Repository / お茶の水女子大学教育研究成果コレクション,34560,jp,2008-05-16
1558,Shinshu Univ. Institutional Repository (SOAR-IR) / 信州大学機関リポジトリ,13251,jp,2008-05-16
1559,Nara Univ. of Education Academic Repository (NEAR) / 奈良教育大学学術リポジトリ,3985,jp,2008-05-16
1560,Educando on-line  (E-Journal),3,br,2008-05-16
1561,Univ. of Fukui Repository (UFR) / 福井大学学術機関リポジトリ,3609,jp,2008-05-15
1562,Univ. of Miyazaki: Dspace / 宮崎大学学術情報リポジトリ,2918,jp,2008-05-14
1563,Utsunomiya Univ.: Academic Information Repository (UU-AIR) / 宇都宮大学 学術情報リポジトリ,5159,jp,2008-05-13
1564,Univ. of Exeter: The Exeter Research and Institutional Content archive (ERIC),2273,uk,2008-05-13
1565,Tokyo Gakugei University: Education + Utopia (E*TOPIA) / 東京学芸大学リポジトリ,8418,jp,2008-05-13
1566,Nara Women's Univ. Digital Information Repository / 奈良女子大学学術情報リポジトリ,2089,jp,2008-05-13
1567,Inst. Tecnologico de Costa Rica: DSpace,675,cr,2008-05-13
1568,AMCoR - Asahikawa Medical College Repository / 旭川医科大学学術成果リポジトリ,3910,jp,2008-05-13
1569,Rijksinstituut voor Volksgezondheid en Milieu (RIVM): Webbased Archive of RIVM Publications (WARP),2201,nl,2008-05-09
1570,Osaka Kyoiku Univ. Repository / 大阪教育大学リポジトリ,22968,jp,2008-05-09
1571,"Athabasca Univ., Canada: AUSpace",2061,ca,2008-05-09
1572,"Univ. of Waikato, New Zealand: Research Commons",8707,nz,2008-05-08
1573,MIUSE: Mie Univ. Scholarly E-collection / 三重大学学術機関リポジトリ研究教育成果コレクション,8864,jp,2008-05-08
1574,Hiroshima Univ. Institutional Repository (HiR) / 広島大学学術情報リポジトリ,24260,jp,2008-05-08
1575,"Univ. of Cape Town, Law Faculty: UCT Lawspace",197,za,2008-05-07
1576,Bournemouth Univ. EPrints,13903,uk,2008-05-05
1577,RECERCAT - Diposit de la Recerca de Catalunya,62497,es,2008-04-30
1578,National Library of Serbia: doiSerbia - Digital Object Identifier (DOI) Repository,13653,rs,2008-04-30
1579,National Center for Atmospheric Research (NCAR): Community Data Portal,7904,us,2008-04-30
1580,NAOSITE: Nagasaki Univ. Academic Output SITE / 長崎大学 学術研究成果リポジトリ,22177,jp,2008-04-30
1581,"Griffith Univ., Australia: Griffith Research Online",33452,au,2008-04-30
1582,Univ. of Toronto: Research Repository T-Space,30571,ca,2008-04-29
1583,"The University of Queensland, Australia: UQ eSpace",162920,au,2008-04-29
1584,RACO: Revistes Catalanes amb Accés Obert,99683,es,2008-04-29
1585,Hokkaido Univ. Collection of Scholarly and Academic Papers (HUSCAP) / 北海道大学学術成果コレクション,37833,jp,2008-04-29
1586,"Bioline International (Host: Reference Center on Environmental Information, Brazil)",28019,br,2008-04-29
1587,PANGAEA -  Data Publisher for Earth & Environmental Science (AWI Bremerhaven / MARUM Bremen),454031,de,2008-04-28
1588,Carnegie Mellon Univ.: Joseph F. Traub Collection,11927,us,2008-04-25
1589,Carnegie Mellon Univ.: Herbert A. Simon Collection,23343,us,2008-04-25
1590,Carnegie Mellon Univ.: HELIOS (Heinz Electronic Library Interactive Online System),292666,us,2008-04-25
1591,Carnegie Mellon Univ.: Clifford Glenwood Shull Collection,8572,us,2008-04-25
1592,Carnegie Mellon Univ.: Carnegie Museum of Natural History (CMNH) Diplodocus and Douglass Archives,604,us,2008-04-25
1593,Univ. of Macedonia: Psepheda - Digital Library & Institutional Repository / Πανεπιστήμιο Μακεδονίας: Ψηφίδα,13079,gr,2008-04-24
1594,Ontario Scholars Portal: OZone,15251,ca,2008-04-24
1595,Earth-prints (Inst. Nazionale di Geofisica e Vulcanologia),7417,it,2008-04-24
1596,Kitami Institute of Technology Repository (KIT-R) / 北見工業大学学術機関リポジトリ,1389,jp,2008-04-14
1597,English Heritage ViewFinder,54068,uk,2008-04-14
1598,CURATOR: Chiba Univ. Repository for Access to Outcomes from Research / 千葉大学学術成果リポジトリ,45801,jp,2008-04-14
1599,Carnegie Mellon Univ.: Allen Newell Collection,19212,us,2008-04-14
1600,Biblioteca Virtual de Prensa Histórica (BVPH),255032,es,2008-04-14
1601,Univ. Politècnica de Catalunya: Videoteca UPC,2199,es,2008-04-11
1602,Univ. degli Studi di Trieste: OpenstarTs,6234,it,2008-04-11
1603,Technological Educational Institute of Thessaloniki (ATEI): Eureka / Τεχνολογικό Εκπαιδευτικό Ιδρυμα Θεσσαλονίκης: Εύρηκα,2558,gr,2008-04-11
1604,"Teaching and Learning Research Programme: TLRP Publications (The Institute of Education, Univ. of London)",1598,uk,2008-04-11
1605,naistar - NAIST Academic Repository (Nara Institute of Science and Technology / 奈良先端科学技術大学院大学学術リポジトリ,5340,jp,2008-04-11
1606,Columbia Univ. Libraries: Libraries Digital Program Division,44853,us,2008-04-11
